id,tags,label
11762,moyashimon yuuki_kei ind 1boy black_eyes black_hair clothing dress elbow_gloves gloves gothic gothic_lolita inada lolita_fashion long_hair male male_focus nail_polish pale_skin ribbon skirt solo thighhighs thighs zettai_ryouiki crossdressing otoko_no_ko shota trap contentious_content Rating:Questionable Score:4.8 Size:388x789 User:anonymous,trap
11763,moyashimon yuuki_kei wallpaper 5:4_aspect_ratio 1boy black gothic male male_focus shovel solo thighhighs worktool crossdressing otoko_no_ko shota trap contentious_content Rating:Questionable Score:5.0 Size:1280x1024 User:anonymous,trap
11768,happiness! watarase_jun jun kashiwamochi_yomogi 1boy long_sleeves male male_focus male_only male_solo pantyhose purple_eyes purple_hair solo crossdressing otoko_no_ko shota trap contentious_content Rating:Questionable Score:0.0 Size:405x513 User:anonymous,trap
13393,gundam turn_a_gundam loran_cehack 1:1_aspect_ratio low_resolution 1boy barefoot bed dark_skin face feet green_eyes male nude semen silver_hair smile white_hair androgynous shota trap contentious_content Rating:Explicit Score:4.3 Size:500x500 User:anonymous,trap
16344,guilty_gear bridget_(guilty_gear) censored 1boy anal anal_beads blonde_hair blush bottomless clothing fingerless_gloves footwear gloves green_eyes habit male nun open_mouth penis precum sex sex_toy socks testicles crossdressing shota trap contentious_content Rating:Explicit Score:4.3 Size:660x720 User:anonymous,trap
16362,little_busters! naoe_riki masayu 1boy armpits arms_up barefoot bed bikini blush bob_cut brown_eyes brown_hair clothing feet lying male male_focus pettanko ribbon short_hair skirt solo swimsuit crossdressing otoko_no_ko shota trap contentious_content bad_id bad_pixiv_id Rating:Questionable Score:4.8 Size:500x900 User:anonymous,trap
16364,little_busters! naoe_riki masayu 1boy blush bow brown_eyes brown_hair clothing male male_focus pink_bow plaid plaid_skirt ribbon school_uniform short_hair skirt solo tartan crossdressing otoko_no_ko shota trap contentious_content Rating:Explicit Score:4.8 Size:475x700 User:anonymous,trap
16389,little_busters! naoe_riki ali_(artist) ali_(maidoari) 1boy barefoot bob_cut bow feet male male_focus pink_bow school_uniform short_hair solo crossdressing otoko_no_ko shota trap contentious_content Rating:Questionable Score:4.2 Size:620x616 User:anonymous,trap
17347,kusaka_souji high_resolution 4:3_aspect_ratio 1boy black_hair blood blue_eyes doll frills gothic gothic_lolita knife lolita_fashion long_hair male scissors otoko_no_ko trap Rating:Safe Score:5.0 Size:1600x1200 User:anonymous,trap
25696,happiness! watarase_jun subaru_(yachika) 1boy ass black_legwear black_panties black_underwear blush clothing from_behind legwear long_hair long_sleeves looking_back male male_focus :o panties_under_pantyhose pantsu pantyhose pantylines purple_eyes purple_hair school_uniform serafuku skirt solo surprised underwear upskirt crossdressing otoko_no_ko shota trap contentious_content Rating:Questionable Score:5.0 Size:520x650 User:anonymous,trap
25716,minami-ke makoto_(minami-ke) mako-chan_(minami-ke) chanomi 4:3_aspect_ratio wallpaper 1boy bed blush brown_eyes brown_hair crying dress hairclip hair_ornament hairpin jewelry lying male male_focus open_mouth ribbon short_hair solo tears crossdressing otoko_no_ko shota trap contentious_content Rating:Questionable Score:4.3 Size:1280x960 User:anonymous,trap
25717,minami-ke makoto_(minami-ke) mako-chan_(minami-ke) kusui_aruta 1boy child clothing male male_focus panchira pantsu raglan_sleeves solo underwear crossdressing otoko_no_ko shota trap contentious_content Rating:Questionable Score:5.0 Size:546x650 User:anonymous,trap
25720,minami-ke makoto_(minami-ke) mako-chan_(minami-ke) gonta_kahoru 1boy blush brown_eyes brown_hair clothing male male_focus panchira pantsu short_hair skirt solo underwear crossdressing otoko_no_ko shota trap contentious_content Rating:Questionable Score:5.0 Size:462x669 User:anonymous,trap
25725,narutaru koga_norio saikawa_yusa 1boy barefoot brown_eyes brown_hair bulge earrings feet food fruit jewelry long_hair male male_focus melting monster one-piece_swimsuit popsicle solo sukumizu swimsuit tank_suit watermelon crossdressing otoko_no_ko shota trap contentious_content Rating:Explicit Score:4.4 Size:600x843 User:anonymous,trap
25730,original narutaru koga_norio yuuri_ka 1boy black_hair earrings jewelry long_hair male male_focus nipples nude pubic_hair solo stockings thighhighs crossdressing otoko_no_ko shota trap contentious_content Rating:Explicit Score:4.6 Size:470x650 User:anonymous,trap
25731,sangokushi_taisen taishi_ci shoohee 21498 1boy armpits belt beltskirt blue_eyes blue_hair bulge earrings jewelry long_hair maebari male male_focus male_only pettanko ponytail revealing_clothes solo thighhighs tied_hair crossdressing otoko_no_ko shota trap contentious_content potential_duplicate Rating:Explicit Score:4.5 Size:720x960 User:anonymous,trap
25735,kurogane_no_linebarrels yamashita_satoru tanaka_(pixiv) torikawa_massive 1boy bikini male male_focus short_hair solo swimsuit yellow_eyes crossdressing otoko_no_ko shota trap contentious_content Rating:Explicit Score:3.0 Size:500x688 User:anonymous,trap
25743,little_busters! naoe_riki masayu 1boy blush bob_cut bow brown_hair clothing male male_focus pink_bow plaid plaid_skirt school_uniform serafuku short_hair sitting skirt solo sweat tartan thighhighs thighs zettai_ryouiki crossdressing otoko_no_ko shota trap contentious_content bad_id bad_pixiv_id Rating:Explicit Score:4.9 Size:666x900 User:anonymous,trap
25744,kannagi mikuriya_jin hazuki_(pacco) 1boy blush clothing footwear kneeling male male_focus skirt socks solo crossdressing otoko_no_ko shota trap contentious_content Rating:Explicit Score:5.0 Size:900x1192 User:anonymous,trap
25747,code_geass lelouch_lamperouge luluko lelouch_vi_brittania high_resolution very_high_resolution 16:9_aspect_ratio transparent_background vector_trace 1boy blush bouquet bridal_gauntlets bridal_veil bride clothing dress flower girly headdress headwear long_hair male male_bride male_focus solo veil wedding_dress crossdressing otoko_no_ko trap contentious_content non-web_source Rating:Safe Score:5.0 Size:5890x3310 User:anonymous,trap
26417,narutaru koga_norio saikawa_yusa uncensored 1boy anal anus black_hair blush cum_through_clothing ejaculating_while_penetrated ejaculation handsfree_ejaculation happy_sex little_penis male male_focus penis penis_under_clothes pettanko prostate_massage semen semen_in_anus sex solo_focus spread_legs testicles thighhighs crossdressing shota trap yaoi contentious_content Rating:Explicit Score:4.8 Size:742x1138 User:anonymous,trap
26446,1boy bare_thighs bed black_hair blush bottomless bow clavicle collar detached_sleeves hair_bow hair_ornament long_hair male penis red_eyes shiny shiny_hair solo thighhighs thighs crossdressing shota trap contentious_content Rating:Explicit Score:4.6 Size:600x835 User:anonymous,trap
27559,yurikawa uncensored 1:1_aspect_ratio 1boy after_sex animal_ears anus blonde_hair blue_eyes cat_boy clothing condom condom_filling condom_on_penis dark_skin elbow_gloves erection facial gloves male male_focus navel nekomimi nipples nude penis prostate_massage semen semen_in_anus semen_in_mouth semen_on_boy semen_on_hair semen_string solo spread_legs stockings tanned testicles thighhighs used_condom crossdressing shota trap yaoi contentious_content Rating:Explicit Score:4.7 Size:640x640 User:lordchair,trap
27560,yurikawa censored mosaic_censoring 1boy asymmetrical_hair bikini blue_eyes blush brownie condom condom_packet_strip condom_wrapper dark_skin dark-skinned_male male male_focus navel penis pink_hair ponytail short_hair side_ponytail solo striped striped_bikini striped_swimsuit swimsuit tied_hair white_hair crossdressing otoko_no_ko shota trap contentious_content potential_duplicate Rating:Explicit Score:4.0 Size:600x800 User:lordchair,trap
27580,narutaru koga_norio saikawa_yusa uncensored 1boy anal anus ass backsack black_hair blush egg_vibrator facial gaping male male_focus male_only masturbation nude semen sex sex_toy solo stockings testicles thighhighs vibrator vibrator_in_thighhighs crossdressing otoko_no_ko shota trap contentious_content translated Rating:Explicit Score:4.8 Size:455x620 User:lordchair,trap
27583,narutaru koga_norio saikawa_yusa censored 1boy anal anus barefoot black_hair blush camera cellphone ejaculating_while_penetrated ejaculation erection feet gym_uniform handsfree_ejaculation male male_focus penis phone prostate_massage recording saliva school_uniform semen semen_in_anus sex sportswear spread_legs tears uniform crossdressing otoko_no_ko shota trap yaoi contentious_content Rating:Explicit Score:4.8 Size:505x715 User:lordchair,trap
27588,narutaru koga_norio saikawa_yusa censored text pointless_censoring 1boy 2boys anal black_hair blush body_hair earrings grey_hair jewelry little_penis long_hair male male_focus male_masturbation masturbation multiple_boys nipples nude out_of_frame penis semen semen_on_boy sex solo_focus sweat testicles otoko_no_ko shota trap yaoi contentious_content translation_request Rating:Explicit Score:4.8 Size:470x709 User:lordchair,trap
28759,happiness! watarase_jun ko~cha cg_art 4:3_aspect_ratio game_cg 1boy :3 areolae blush clothing hair_spread_out long_hair long_sleeves male male_focus nipples open_clothes panchira panchira_(sitting) pantsu pettanko pink_panties purple_eyes purple_hair sitting smile solo underwear otoko_no_ko shota trap contentious_content potential_duplicate Rating:Explicit Score:5.0 Size:800x600 User:Desu,trap
28761,happiness! watarase_jun jun 1boy blush long_hair long_sleeves male male_focus one_eye_closed pantyhose purple_eyes purple_hair ribbon school_uniform solo wink otoko_no_ko shota trap contentious_content Rating:Questionable Score:5.0 Size:380x510 User:Desu,trap
28762,happiness! watarase_jun kashiwamochi_yomogi 1boy blush bow bow_bra bow_panties bra clothing frilled_bra frilled_panties frilled_underwear frills full_body kneeling lingerie long_hair long_sleeves male male_focus male_only male_solo mars_symbol no_pants open_clothes open_shirt panties_under_pantyhose pantsu pantyhose purple_eyes purple_hair shirt side-tie_panties solo underwear underwear_only undressing venus_symbol white_bra white_panties white_underwear androgynous crossdressing otoko_no_ko shota trap contentious_content Rating:Questionable Score:4.2 Size:750x1033 User:Desu,trap
28764,happiness! watarase_jun kashiwamochi_yomogi high_resolution zoom_layer purple purple_theme 1boy blush clothing dress_shirt footwear kneehighs legwear lingerie long_hair male male_focus male_only male_solo miniskirt pantsu panty_pull petticoat pleated_skirt purple_eyes purple_hair purple_legwear purple_panties purple_underwear shirt sitting skirt slippers socks solo underwear underwear_pull crossdressing otoko_no_ko trap contentious_content Rating:Questionable Score:5.0 Size:1003x1358 User:Desu,trap
28771,happiness! watarase_jun takayaki jun 1boy bow bow_bra bow_panties bra checkered checkered_bra checkered_panties clothing crotch_seam lace lace_trim lace-trimmed_bra lace-trimmed_panties lingerie male male_focus panties_under_pantyhose pantsu pantyhose pink_bra pink_panties purple_eyes purple_hair solo thighband_pantyhose underwear underwear_only otoko_no_ko shota trap contentious_content potential_duplicate Rating:Questionable Score:3.8 Size:600x833 User:Desu,trap
28774,happiness! watarase_jun jun kannon_ouji 1:1_aspect_ratio low_resolution 1boy :3 blush flower long_hair long_sleeves male male_focus pantyhose purple_eyes purple_hair ribbon school_uniform solo tongue crossdressing otoko_no_ko shota trap contentious_content Rating:Questionable Score:5.0 Size:500x500 User:Desu,trap
28782,happiness! kuso_miso_technique yaranaika watarase_jun kashiwamochi_yomogi 1boy bra clothing lingerie long_sleeves male male_focus male_only male_solo mouth_hold open_clothes open_shirt pantsu pantyhose pleated_skirt purple_eyes purple_hair school_uniform serafuku shirt skirt solo underwear crossdressing otoko_no_ko shota trap contentious_content Rating:Questionable Score:5.0 Size:742x995 User:Desu,trap
28785,happiness! watarase_jun takayaki 1boy bow bow_bra bow_panties bra checkered checkered_bra checkered_panties clothing crotch_seam lace lace_trim lace-trimmed_bra lace-trimmed_panties male male_focus panties_under_pantyhose pantsu pantyhose pink_bra pink_panties purple_eyes purple_hair solo thighband_pantyhose underwear underwear_only otoko_no_ko shota trap contentious_content Rating:Questionable Score:4.7 Size:600x833 User:Desu,trap
28788,happiness! watarase_jun jun kashiwamochi_yomogi 1boy blush clothing dress garter_belt leaning_forward legwear lingerie long_hair male male_focus male_only male_solo nurse pantsu panty_pull pink_dress pink_legwear pink_panties pink_skirt purple_eyes purple_hair short_dress skirt solo thighhighs underwear underwear_pull crossdressing otoko_no_ko shota trap contentious_content potential_duplicate third-party_edit translated hard_translated Rating:Questionable Score:4.8 Size:805x891 User:Desu,trap
28789,happiness! watarase_jun jun manaka_mizuki low_resolution 1boy blush clothing finger_to_mouth long_hair long_sleeves male male_focus one_eye_closed pantyhose purple_eyes purple_hair ribbon school_uniform serafuku skirt smile solo very_long_hair wink otoko_no_ko shota trap contentious_content Rating:Questionable Score:4.5 Size:380x480 User:Desu,trap
28790,happiness! watarase_jun kashiwamochi_yomogi 1boy bikini looking_back male male_focus male_only male_solo purple_eyes purple_hair sarong solo swimsuit crossdressing otoko_no_ko shota trap contentious_content Rating:Questionable Score:5.0 Size:460x539 User:Desu,trap
28791,happiness! watarase_jun 1boy bondage clothing male male_focus nipples open_clothes open_shirt pantsu pantyhose pantyhose_pull pettanko purple_eyes purple_hair ribbon ribbon_bondage shirt solo thighhighs underwear bdsm crossdressing otoko_no_ko shota trap contentious_content Rating:Questionable Score:3.8 Size:600x800 User:Desu,trap
28797,happiness! watarase_jun low_resolution phonecard 1boy blush bow bow_bra bow_panties bra clothing garter_belt legwear lingerie long_sleeves male male_focus mouth_hold one_eye_closed pajamas pantsu pink_bra pink_legwear pink_panties purple_eyes purple_hair solo standing strap_slip thigh_gap thighhighs underwear undressing wink crossdressing otoko_no_ko shota trap contentious_content Rating:Questionable Score:4.3 Size:252x400 User:Desu,trap
28799,happiness! watarase_jun suzumiya_kazuki doujinshi cover 1boy clothing hand_on_hip long_hair long_sleeves male male_focus one_eye_closed :p pantyhose purple_eyes purple_hair skirt solo tongue tongue_out wink crossdressing otoko_no_ko shota trap contentious_content Rating:Questionable Score:5.0 Size:425x600 User:Desu,trap
28803,happiness! watarase_jun tenmaso 1boy blush long_sleeves looking_at_viewer male male_focus pantyhose purple_eyes purple_hair school_uniform serafuku smile solo violet_eyes crossdressing otoko_no_ko shota trap contentious_content potential_duplicate Rating:Questionable Score:4.6 Size:1120x980 User:Desu,trap
28805,happiness! watarase_jun yurihi_koi 1boy long_sleeves male male_focus purple_eyes purple_hair solo otoko_no_ko shota trap contentious_content translated Rating:Questionable Score:0.0 Size:555x625 User:Desu,trap
28806,happiness! watarase_jun ko~cha yukine multiple_views dakimakura 1boy barefoot clothing dual_image feet feet_apart knees_together knees_together_feet_apart legs lingerie male male_focus nipples pantsu pantyhose pettanko purple_eyes purple_hair school_uniform serafuku underwear uniform otoko_no_ko shota trap contentious_content Rating:Explicit Score:4.2 Size:594x903 User:Desu,trap
28809,happiness! watarase_jun kakesu high_resolution 1boy casual_one-piece_swimsuit cloud day erection frilled_swimsuit frills hair_ornament hair_ribbon halterneck happiness_(series) leaning_forward lens_flare light_rays little_penis long_hair male male_focus ocean one-piece_swimsuit open_mouth outdoors penis ponytail purple_eyes purple_hair ribbon sky smile solo sunbeam sunlight swimsuit tied_hair water androgynous otoko_no_ko shota trap contentious_content potential_duplicate Rating:Questionable Score:5.0 Size:1400x1200 User:Desu,trap
28814,happiness! watarase_jun 1boy bulge male male_focus purple_eyes purple_hair solo otoko_no_ko shota trap contentious_content Rating:Questionable Score:5.0 Size:786x1134 User:Desu,trap
28818,happiness! watarase_jun ko~cha wallpaper 5:4_aspect_ratio 1boy blush heart long_hair long_sleeves male male_focus pantyhose purple_eyes purple_hair school_uniform sky solo staff tree crossdressing otoko_no_ko shota trap contentious_content Rating:Questionable Score:5.0 Size:1280x1024 User:Desu,trap
28829,happiness! watarase_jun kakesu bad_anatomy 1boy dress happiness_(series) long_hair male male_focus nipples pettanko purple_eyes purple_hair smile solo strap_slip androgynous otoko_no_ko shota trap contentious_content potential_duplicate Rating:Explicit Score:3.5 Size:590x700 User:Desu,trap
28831,happiness! watarase_jun 1boy happiness_(series) long_hair long_sleeves male male_focus purple_eyes purple_hair solo androgynous otoko_no_ko shota trap contentious_content potential_duplicate Rating:Questionable Score:5.0 Size:800x598 User:Desu,trap
28833,happiness! watarase_jun ameya_kirika 1:1_aspect_ratio low_resolution 1boy blush happy long_hair male male_focus one_eye_closed purple_eyes purple_hair school_uniform solo wink otoko_no_ko shota trap contentious_content Rating:Questionable Score:0.0 Size:420x420 User:Desu,trap
28837,happiness! watarase_jun kurou_(niconicorin) 1boy blush long_hair long_sleeves male male_focus one_eye_closed purple_eyes purple_hair school_uniform smile solo wink otoko_no_ko shota trap contentious_content Rating:Questionable Score:5.0 Size:630x900 User:Desu,trap
28842,happiness! watarase_jun taigi_akira speech_bubble ! 1boy blush happy long_hair male male_focus one-piece_swimsuit open_mouth purple_eyes purple_hair solo spoken_exclamation_mark sukumizu surprised swimsuit tank_suit crossdressing otoko_no_ko shota trap contentious_content Rating:Questionable Score:4.0 Size:824x705 User:Desu,trap
28844,happiness! watarase_jun 4:3_aspect_ratio low_resolution 1boy long_sleeves male male_focus pantyhose purple_eyes purple_hair solo thighhighs crossdressing otoko_no_ko shota trap contentious_content Rating:Questionable Score:5.0 Size:500x375 User:Desu,trap
34244,boku_no_pico pico initial-g censored mosaic_censoring 1boy blush bottomless endured_face eyes_closed little_penis male male_focus nipples open_mouth penis semen solo solo_focus tears tekoki crossdressing otoko_no_ko shota trap contentious_content Rating:Explicit Score:4.7 Size:893x900 User:anonymous,trap
34837,original 1:1_aspect_ratio low_resolution grey_background oekaki 1boy areolae bent_knees black_legwear black_sailor_collar blush bondage bound_arms bound_feet bound_legs bound_penis bound_torso clavicle cloth_gag clothing ejaculating_on_self ejaculation embarrassed erection exposed facial feet_together frogtie full_body gag gagged half-closed_eyes improvised_gag kneehighs knees_apart knees_apart_feet_together legwear long_hair male male_focus malesub megane neckerchief nose_blush onahole open_clothes open_shirt panties_around_ankles pantsu panty_pull penis penis_ring purple_eyes purple_hair reclined_butterfly_pose red_neckwear restrained rope sailor_collar school_uniform semen semen_on_body semen_on_boy semen_on_hair semen_on_lower_body semen_on_upper_body serafuku sex_toy shibari shirt solo spread_legs testicles tied_hair tied_penis twintails underwear underwear_pull uniform viewed_from_above white_panties white_shirt white_underwear bdsm crossdressing otoko_no_ko shota trap contentious_content Rating:Explicit Score:3.7 Size:400x400 User:anonymous,trap
40903,guilty_gear bridget_(guilty_gear) simple_background blue_background border logo 1boy bare_shoulders bent_knees blonde_hair child full_body green_eyes kneeling long_hair machinery male male_focus outside_border screw screwdriver sitting solo stuffed_animal stuffed_toy teddy_bear tools veil wariza worktool otoko_no_ko shota trap contentious_content Rating:Questionable Score:0.0 Size:550x700 User:anonymous,trap
41295,tomaru_pino censored mosaic_censoring 1boy after_anal after_fellatio after_sex all_fours anal anal_insertion anal_object_insertion anus ass baseball bow brown_hair clothing facial gaping group_sex insertion looking_back male male_focus mr.fullswing multiple_penises object_insertion open_mouth outdoors out_of_frame pantsu panty_pull penis penis_ribbon perineum red_eyes ribbon semen semen_in_anus semen_in_mouth semen_on_ass semen_on_body semen_on_boy semen_on_lower_body sex short_twintails solo solo_focus spitroast testicles threesome tied_hair tied_penis tongue twintails underwear underwear_pull vagina white_panties white_underwear wristband otoko_no_ko shota trap yaoi contentious_content Rating:Explicit Score:4.2 Size:821x600 User:anonymous,trap
41333,1boy blush bulge clothing erection erect_nipples erect_nipples_under_clothes male male_focus nightgown nipples pantsu penis pink_panties short_hair solo thong underwear underwear_only crossdressing shota trap contentious_content Rating:Explicit Score:4.2 Size:450x748 User:anonymous,trap
41390,boku_no_pico galge.com pico 4:3_aspect_ratio low_resolution watermark 1boy bed blonde_hair blush close-up green_eyes lying male male_focus on_stomach smile solo shota trap yaoi contentious_content Rating:Explicit Score:4.0 Size:480x360 User:anonymous,trap
41463,chikan_wa_hanzai chikan_wa_hanzai! kouzaka_akira cg_art game_cg censored 1boy 2boys chikan clothing male male_focus molestation multiple_boys penis public reach-around skirt solo taken_from_behind tekoki train train_interior vehicle_interior crossdressing otoko_no_ko shota trap yaoi contentious_content Rating:Explicit Score:4.8 Size:400x600 User:anonymous,trap
41479,original ara_pengin low_resolution 1boy bare_shoulders blue_eyes camisole clothing cushion flower flower_necklace footwear jewelry knee_up looking_at_viewer male male_focus miniskirt necklace no_shoes pantsu pink_hair pleated_skirt sitting skirt socks solo stuffed_animal stuffed_frog stuffed_toy underwear crossdressing shota trap contentious_content Rating:Explicit Score:5.0 Size:351x472 User:anonymous,trap
41505,original ara_pengin 1boy apron blush bottomless clothing male male_focus nipples solo crossdressing shota trap contentious_content Rating:Explicit Score:0.0 Size:445x620 User:anonymous,trap
41546,chris_(tonikaku) tonikaku 1boy blonde_hair dress feminine femshota male male_focus pigtails solo thighs tied_hair twintails crossdressing otoko_no_ko shota trap contentious_content Rating:Explicit Score:4.5 Size:500x705 User:anonymous,trap
41558,guilty_gear bridget_(guilty_gear) simple_background white_background 1boy black_gloves blonde_hair clothing :d dress fingerless_gloves full_body gloves green_eyes head_tilt jumping long_hair looking_at_viewer male male_focus open_mouth open-mouth_smile smile solo veil white_dress otoko_no_ko shota trap contentious_content Rating:Explicit Score:3.0 Size:600x800 User:anonymous,trap
41696,original censored 1boy brown_hair clothing embarrassed green_eyes humiliation male male_focus pantsu solo tears underwear crossdressing otoko_no_ko shota trap contentious_content potential_duplicate translation_request Rating:Explicit Score:4.8 Size:512x681 User:anonymous,trap
41742,original jackie_(tonikaku) tonikaku 1boy armpits belt blonde_hair boots clothing cowboy cowboy_hat femboi femshota footwear functionally_nude hat headwear male male_focus one_arm_up solo tied_hair twintails western crossdressing otoko_no_ko shota trap contentious_content Rating:Explicit Score:4.8 Size:745x1050 User:anonymous,trap
42010,dr_ten monochrome greyscale 1boy little_penis male male_focus penis solo thighhighs crossdressing shota trap contentious_content Rating:Explicit Score:0.0 Size:700x1067 User:anonymous,trap
42048,low_resolution 1boy black_hair blush chest clothing green_hair green_panties green_underwear little_penis male male_focus nipples pantsu penis shirtless side-tie_panties smile solo topless underwear underwear_only undressing crossdressing otoko_no_ko shota trap contentious_content Rating:Explicit Score:4.8 Size:450x488 User:anonymous,trap
42205,uncensored monochrome greyscale multiple_views 1boy bulge collar dark_skin dark-skinned_male demon_boy disembodied disembodied_penis gag group_sex horns little_penis male monster_boy nipple_tweak penis pointed_ears sex tail tekoki threesome shota trap yaoi contentious_content Rating:Explicit Score:3.9 Size:865x860 User:anonymous,trap
42242,nemunemu 1boy clothes_pull clothing male male_focus pantsu skirt skirt_lift skirt_pull solo underwear crossdressing otoko_no_ko shota trap contentious_content potential_duplicate Rating:Explicit Score:4.5 Size:400x702 User:anonymous,trap
42248,original po-ju 1boy anal_insertion anal_object_insertion anal_object_push butt_plug clothing dress footwear hairband insertion kneeling legwear male male_focus male_only mary_janes minidress object_insertion open_mouth pantsu ribbon scrotum sex_toy sex_toy_under_clothes shoes short_dress solo testicles thighhighs thong underwear white_legwear young crossdressing otoko_no_ko shota trap contentious_content duplicate Rating:Explicit Score:4.5 Size:373x800 User:anonymous,trap
42319,original sikorsky 1boy bandaid beans brown_hair clothing male male_focus necktie oni open_mouth penis pointed_ears setsubun solo tears wince crossdressing otoko_no_ko shota trap contentious_content Rating:Explicit Score:4.5 Size:738x765 User:anonymous,trap
42385,original yukian 1boy black_legwear black_thighhighs blonde_hair blue_eyes clothing legwear little_penis male male_focus pantsu penis short_hair skirt solo thighhighs underwear white_panties white_underwear crossdressing otoko_no_ko shota trap contentious_content Rating:Explicit Score:5.0 Size:780x1004 User:anonymous,trap
42400,original joel_jurion 1boy ass backsack blonde_hair ladder male male_focus missing_anus nopan penis solo testicles upskirt viewed_from_below crossdressing otoko_no_ko shota trap contentious_content Rating:Explicit Score:4.6 Size:429x566 User:anonymous,trap
42417,uncensored 1boy anal blush bottomless choker cowgirl_position ejaculating_while_penetrated ejaculation handsfree_ejaculation maid male male_focus penis saliva semen sex solo_focus spread_legs straddling sweat tears crossdressing shota trap yaoi contentious_content Rating:Explicit Score:4.9 Size:600x784 User:anonymous,trap
42422,nicoco monochrome greyscale artist_name 1boy bee blush bug insect laughing male male_focus nipples open_mouth smile solo thighhighs wings otoko_no_ko shota trap contentious_content Rating:Explicit Score:3.0 Size:495x700 User:anonymous,trap
